,px,px.,py,py.,Opx,Opy,Estpx,Estpx.,Estpy,Estpy.,err_quadra
0,3.0,40.0,-4.0,20.0,18.591725328921292,24.09160812104644,3.0,40.0,-4.0,20.0,0.0
1,43.648725167935744,41.17709907780266,14.550043606720973,19.42133027761366,16.88391473259247,37.23579487550404,42.93054232641647,39.953694884277645,16.056478177860384,20.051771663038686,4.6793058721678955
2,85.72889207655584,42.09047622524595,34.6454642081708,20.200825044764944,93.22255051113052,8.938101136308106,82.97738025970179,40.003701649082494,35.845762319463624,19.884637768349222,13.466135359749952
3,125.89696394482931,39.14601011067947,52.26402862416024,18.056270822802666,111.08213567337383,75.68338665480317,122.71493476744718,39.89604339754761,56.213882625094094,20.103244061675024,30.47930568647421
4,164.46711979439593,38.07275902221992,72.29629784522615,19.02211541954001,172.81840867663044,70.53874130801917,163.05901040239763,40.03965289589109,76.04392685717946,20.008197600444866,20.86852484885118
5,202.67225763397494,37.572335530977014,92.55895766843958,19.891714574805142,142.43395927407022,116.67990381745412,198.67776791618695,38.866255078900515,97.65424060032628,20.461952590677402,43.91725545273435
6,240.66250090491454,39.21611064145058,111.24013705094501,18.746824058466597,258.18593064598343,70.3674726769583,239.7401766997894,39.36550298864512,112.76745677061216,19.178240974118967,3.3918260939551477
7,280.68719823004335,41.043462081917625,129.36862925813233,17.922383753484077,259.6443199014194,119.1490114896165,276.3788670486754,38.82015357774891,130.08052495073267,18.787122141961323,24.759386230705633
8,321.4126130552838,40.76786598237006,145.28221587492357,16.74668649238687,277.05641729012945,151.2065150456198,308.71637408134336,37.65366114413589,149.27670448357532,18.86395831522771,191.33153507433036
9,361.9001622935831,41.08550393288377,161.63616916654567,16.165762341219285,362.30613087243245,132.16710849984867,349.45371039891506,38.162760830166945,161.04153009109666,17.643780701168918,165.9947259131632
10,403.2158278491852,42.288579834748646,177.93121406665824,16.294016912091106,458.6585581077003,171.66091151498398,402.5551161715296,40.46541525163538,177.1893932475541,17.404077135679003,5.543000845757357
